Name: Sealed Graffiti | Tilt (Bazooka Pink)                                      $0.03 USD           #1,472
Name: * Gut Knife | Black Laminate (Battle-Scarred)                              $69.15 USD          #5
Name: Souvenir FAMAS | Teardown (Factory New)                                    $69.51 USD          #4
Name: * Falchion Knife | Stained (Minimal Wear)                                  $69.51 USD          #11
Name: * Huntsman Knife | Safari Mesh (Well-Worn)                                 $69.57 USD          #7
Name: Souvenir AWP | Pink DDPAT (Battle-Scarred)                                 $69.59 USD          #7
Name: * Flip Knife | Boreal Forest (Battle-Scarred)                              $69.62 USD          #4
Name: * Gut Knife | Bright Water (Field-Tested)                                  $69.62 USD          #14
Name: * Shadow Daggers | Night (Well-Worn)                                       $69.62 USD          #5
Name: * Shadow Daggers | Boreal Forest (Battle-Scarred)                          $69.93 USD          #5
Name: StatTrak(TM) USP-S | Orion (Factory New)                                   $69.93 USD          #17
Name: StatTrak(TM) P250 | Asiimov (Minimal Wear)                                 $69.93 USD          #8
Name: StatTrak(TM) AUG | Bengal Tiger (Factory New)                              $70.21 USD          #9
Name: * StatTrak(TM) Shadow Daggers | Safari Mesh (Battle-Scarred)               $69.99 USD          #2
Name: Souvenir Desert Eagle | Hand Cannon (Well-Worn)                            $69.99 USD          #3
Name: * Gut Knife | Stained (Minimal Wear)                                       $69.99 USD          #11
Name: * Huntsman Knife | Urban Masked (Field-Tested)                             $70.00 USD          #10
Name: * Gut Knife | Scorched (Battle-Scarred)                                    $70.04 USD          #2
Name: * Huntsman Knife | Boreal Forest (Battle-Scarred)                          $70.06 USD          #6
Name: * Falchion Knife | Night (Field-Tested)                                    $70.15 USD          #21
Name: * StatTrak(TM) Falchion Knife | Scorched (Battle-Scarred)                  $70.34 USD          #9
Name: * Flip Knife | Urban Masked (Battle-Scarred)                               $70.19 USD          #6
Name: * Shadow Daggers | Night (Battle-Scarred)                                  $70.34 USD          #3
Name: * Flip Knife | Safari Mesh (Field-Tested)                                  $70.39 USD          #9
Name: * Falchion Knife | Urban Masked (Minimal Wear)                             $70.39 USD          #6
Name: * Flip Knife | Safari Mesh (Well-Worn)                                     $70.39 USD          #3
Name: * Gut Knife | Blue Steel (Well-Worn)                                       $70.55 USD          #7
Name: * StatTrak(TM) Falchion Knife | Urban Masked (Field-Tested)                $70.86 USD          #4
Name: * Gut Knife | Scorched (Minimal Wear)                                      $71.22 USD          #5
Name: * Gut Knife | Safari Mesh (Battle-Scarred)                                 $71.24 USD          #7
Name: * Bowie Knife | Scorched (Field-Tested)                                    $71.24 USD          #14
Name: * Gut Knife | Safari Mesh (Battle-Scarred)                                 $71.24 USD          #7
Name: * Bowie Knife | Scorched (Field-Tested)                                    $71.24 USD          #14
Name: * Shadow Daggers | Urban Masked (Minimal Wear)                             $71.30 USD          #7
Name: * StatTrak(TM) Shadow Daggers | Forest DDPAT (Battle-Scarred)              $71.70 USD          #3
Name: Souvenir M4A4 | Urban DDPAT (Factory New)                                  $71.37 USD          #11
Name: * StatTrak(TM) Gut Knife | Safari Mesh (Well-Worn)                         $71.56 USD          #2
Name: * Shadow Daggers | Blue Steel (Battle-Scarred)                             $71.54 USD          #6
Name: USP-S | Orion (Battle-Scarred)                                             $71.55 USD          #8
Name: StatTrak(TM) Sawed-Off | Orange DDPAT (Factory New)                        $71.56 USD          #3
Name: Valeria Phoenix Pin                                                        $71.56 USD          #9
Name: StatTrak(TM) AWP | Asiimov (Battle-Scarred)                                $71.56 USD          #54
Name: * Flip Knife | Boreal Forest (Field-Tested)                                $71.56 USD          #12
Name: * Flip Knife | Urban Masked (Field-Tested)                                 $71.56 USD          #12
Name: * Flip Knife | Urban Masked (Well-Worn)                                    $71.56 USD          #11
Name: * StatTrak(TM) Shadow Daggers | Safari Mesh (Well-Worn)                    $71.56 USD          #1
Name: * Huntsman Knife | Safari Mesh (Minimal Wear)                              $71.65 USD          #4
Name: * Flip Knife | Forest DDPAT (Field-Tested)                                 $71.71 USD          #9
Name: * Bowie Knife | Forest DDPAT (Battle-Scarred)                              $71.87 USD          #4
Name: * Flip Knife | Scorched (Battle-Scarred)                                   $71.93 USD          #5
Name: Souvenir AWP | Pit Viper (Field-Tested)                                    $71.95 USD          #3
Name: * Falchion Knife | Boreal Forest (Minimal Wear)                            $72.53 USD          #10
Name: * Huntsman Knife | Urban Masked (Battle-Scarred)                           $72.74 USD          #5
Name: * StatTrak(TM) Falchion Knife | Forest DDPAT (Field-Tested)                $72.76 USD          #6
Name: * Gut Knife | Freehand (Field-Tested)                                      $72.85 USD          #7
Name: * Bowie Knife | Urban Masked (Battle-Scarred)                              $72.88 USD          #3
Name: * Shadow Daggers | Ultraviolet (Battle-Scarred)                            $74.29 USD          #3
Name: * StatTrak(TM) Falchion Knife | Scorched (Field-Tested)                    $73.00 USD          #6
Name: * Bowie Knife | Boreal Forest (Battle-Scarred)                             $73.34 USD          #3
Name: * StatTrak(TM) Shadow Daggers | Safari Mesh (Field-Tested)                 $73.60 USD          #4
Name: * Falchion Knife | Crimson Web (Battle-Scarred)                            $73.60 USD          #7
Name: * Shadow Daggers | Blue Steel (Field-Tested)                               $73.75 USD          #9
Name: * Huntsman Knife | Forest DDPAT (Battle-Scarred)                           $73.88 USD          #6
Name: * Gut Knife | Blue Steel (Minimal Wear)                                    $73.92 USD          #5
Name: * Huntsman Knife | Boreal Forest (Well-Worn)                               $73.98 USD          #6
Name: StatTrak(TM) AWP | Hyper Beast (Field-Tested)                              $74.01 USD          #12
Name: * Flip Knife | Forest DDPAT (Battle-Scarred)                               $74.03 USD          #7
Name: Sticker | Natus Vincere | Katowice 2014                                    $74.63 USD          #18
Name: * Huntsman Knife | Scorched (Well-Worn)                                    $74.56 USD          #5
Name: Sticker | ESL Wolf (Foil) | Katowice 2014                                  $74.68 USD          #21
Name: * Huntsman Knife | Forest DDPAT (Well-Worn)                                $74.71 USD          #3
Name: Sticker | ESL Skull (Foil) | Katowice 2014                                 $74.75 USD          #14
Name: * StatTrak(TM) Gut Knife | Urban Masked (Field-Tested)                     $74.75 USD          #4
Name: * Bowie Knife | Scorched (Well-Worn)                                       $74.77 USD          #3
Name: StatTrak(TM) Music Kit | Robert Allaire, Insurgency                        $74.98 USD          #5
Name: * Bowie Knife | Scorched (Battle-Scarred)                                  $74.99 USD          #5
Name: * Shadow Daggers | Crimson Web (Battle-Scarred)                            $75.00 USD          #8
Name: Sticker | Fnatic | Katowice 2014                                           $75.11 USD          #13
Name: * Shadow Daggers | Damascus Steel (Well-Worn)                              $75.12 USD          #5
Name: * Falchion Knife                                                           $75.12 USD          #30
Name: * Falchion Knife | Rust Coat (Battle-Scarred)                              $75.24 USD          #7
Name: M4A1-S | Hot Rod (Factory New)                                             $75.28 USD          #83
Name: * StatTrak(TM) Falchion Knife | Scorched (Well-Worn)                       $75.30 USD          #5
Name: * Bowie Knife | Urban Masked (Well-Worn)                                   $75.33 USD          #2
Name: StatTrak(TM) AK-47 | Case Hardened (Battle-Scarred)                        $75.40 USD          #16
Name: StatTrak(TM) USP-S | Kill Confirmed (Battle-Scarred)                       $75.59 USD          #9
Name: * Falchion Knife | Blue Steel (Well-Worn)                                  $75.64 USD          #8
Name: StatTrak(TM) AK-47 | Vulcan (Well-Worn)                                    $75.70 USD          #5
Name: StatTrak(TM) M4A4 | Hellfire (Factory New)                                 $75.74 USD          #18
Name: * Flip Knife | Boreal Forest (Minimal Wear)                                $75.94 USD          #8
Name: * Falchion Knife | Night (Well-Worn)                                       $75.97 USD          #8
Name: * Falchion Knife | Blue Steel (Field-Tested)                               $76.36 USD          #11
